participant_id,comparison_id,prefers_w_word,preference_strength,word
1,not_1774,1,7,not
1,control_00051,1,7,control
1,just_j_10555,-1,3,just
1,control_00040,1,7,control
1,control_00058,1,7,control
1,control_00041,1,7,control
1,just_e_569,1,7,just
1,just_e_1043,1,7,just
1,only_2703,-1,1,only
1,not_1270,1,7,not
1,just_e_11908,0,4,just
1,just_j_2141,-1,3,just
1,only_3393,1,7,only
1,not_1668,1,7,not
1,just_e_9416,1,7,just
1,just_e_4966,1,7,just
1,not_1385,1,7,not
1,not_2405,1,7,not
1,only_3674,1,7,only
1,only_3340,-1,1,only
1,control_00048,1,7,control
1,only_2903,1,7,only
1,only_3465,1,7,only
1,control_00036,1,7,control
1,just_j_2401,1,6,just
1,just_e_9397,1,7,just
1,just_e_2612,1,7,just
1,just_j_7614,1,7,just
1,not_2378,1,7,not
1,not_1608,1,7,not
1,only_2470,-1,2,only
1,just_e_5473,1,6,just
1,not_2698,1,7,not
1,just_e_976,1,7,just
1,just_e_12686,1,6,just
1,just_e_1246,1,7,just
1,not_2160,1,7,not
1,control_00043,1,7,control
1,only_3394,1,7,only
1,not_1406,1,7,not
1,not_2047,1,7,not
1,control_00053,1,7,control
1,just_j_5388,1,7,just
1,not_1754,1,7,not
1,not_1776,1,7,not
1,only_3483,1,7,only
1,just_e_7244,1,7,just
1,not_2138,1,7,not
1,not_1347,1,7,not
1,control_00045,1,7,control
1,only_4172,1,7,only
1,not_2497,1,7,not
1,not_1353,1,7,not
1,just_e_6323,1,7,just
1,not_2168,1,7,not
1,control_00054,1,7,control
1,just_e_1267,1,7,just
1,control_00057,1,7,control
1,not_2551,1,7,not
1,just_e_3966,-1,2,just
1,only_3999,1,6,only
1,control_00046,1,7,control
1,only_3392,1,7,only
1,not_1721,1,7,not
1,control_00052,1,7,control
1,just_j_8362,1,7,just
1,control_00056,1,7,control
1,just_e_5758,1,7,just
1,control_00049,1,7,control
1,not_1663,1,7,not
1,just_e_6664,1,5,just
1,not_1286,1,7,not
1,only_3570,-1,1,only
1,only_4003,1,5,only
1,only_3332,1,7,only
1,just_j_8556,1,7,just
1,control_00055,1,7,control
1,control_00047,1,7,control
1,control_00059,1,7,control
1,control_00034,1,7,control
1,control_00032,1,7,control
1,control_00042,1,7,control
1,not_2456,1,7,not
1,not_1760,1,7,not
1,only_3843,1,7,only
1,only_3867,0,4,only
1,just_j_498,1,7,just
1,not_1804,1,6,not
1,control_00038,1,7,control
1,control_00031,1,7,control
1,just_e_472,1,7,just
1,control_00033,1,7,control
1,just_j_11362,1,7,just
1,control_00035,1,7,control
1,control_00050,1,7,control
1,just_e_2798,1,7,just
1,only_2695,-1,1,only
1,not_1761,1,7,not
1,control_00030,1,7,control
1,just_e_2762,1,7,just
1,not_2148,1,7,not
1,only_3267,-1,1,only
1,control_00039,1,7,control
1,only_2682,1,7,only
1,only_2678,1,7,only
1,just_j_2485,1,7,just
1,just_e_4632,-1,3,just
1,not_1819,1,7,not
1,just_e_5739,1,7,just
1,just_j_8648,1,7,just
1,not_2467,1,7,not
1,not_2142,1,5,not
1,control_00044,1,7,control
1,only_3484,-1,3,only
1,just_e_1157,1,7,just
1,only_3792,1,7,only
1,just_j_2522,1,7,just
1,only_3568,-1,1,only
1,only_2627,1,7,only
1,only_3930,-1,3,only
1,only_3896,-1,1,only
1,only_3385,1,6,only
2,control_00054,1,7,control
2,only_3392,1,6,only
2,just_j_2522,1,5,just
2,only_3483,0,4,only
2,control_00057,1,7,control
2,not_1663,1,7,not
2,just_j_11362,1,6,just
2,just_e_1043,1,6,just
2,control_00032,1,7,control
2,just_e_2762,1,6,just
2,only_3332,1,6,only
2,just_e_12686,1,7,just
2,control_00033,1,7,control
2,control_00048,1,6,control
2,only_4172,1,7,only
2,only_2695,1,6,only
2,just_j_8556,1,7,just
2,not_2497,1,7,not
2,not_1406,-1,3,not
2,only_2678,1,6,only
2,only_4003,1,7,only
2,just_e_9397,0,4,just
2,only_3465,1,5,only
2,not_2047,1,6,not
2,control_00056,1,7,control
2,not_1270,1,7,not
2,just_j_498,1,6,just
2,not_1608,-1,1,not
2,only_3394,1,6,only
2,just_e_2612,1,7,just
2,not_1347,1,6,not
2,only_3302,1,7,only
2,not_1754,1,7,not
2,control_00052,1,7,control
2,not_1385,1,7,not
2,control_00043,1,7,control
2,just_e_11908,1,7,just
2,not_2456,1,7,not
2,just_e_569,1,6,just
2,just_j_8362,1,7,just
2,just_e_4632,1,6,just
2,just_j_2141,1,7,just
2,just_j_5388,-1,3,just
2,not_1804,1,6,not
2,control_00042,1,7,control
2,just_e_976,1,6,just
2,not_2698,1,7,not
2,not_1819,1,6,not
2,control_00049,1,7,control
2,not_1776,-1,2,not
2,just_e_5473,1,7,just
2,control_00044,1,7,control
2,only_3267,1,6,only
2,control_00055,1,7,control
2,only_3484,1,6,only
2,just_e_472,1,7,just
2,control_00051,1,7,control
2,not_2405,1,6,not
2,just_e_2798,1,7,just
2,just_j_7614,1,6,just
2,control_00053,1,7,control
2,just_e_1246,1,7,just
2,control_00046,1,7,control
2,control_00045,1,7,control
2,control_00041,1,7,control
2,just_j_10555,1,7,just
2,only_3896,0,4,only
2,only_3674,1,6,only
2,only_3792,1,6,only
2,only_2703,1,5,only
2,not_1760,1,7,not
2,not_2551,1,7,not
2,not_1353,1,7,not
2,not_2378,1,7,not
2,just_e_9416,1,7,just
2,not_2148,1,7,not
2,control_00047,1,7,control
2,just_e_1157,1,7,just
2,not_1721,1,7,not
2,control_00036,1,7,control
2,control_00031,1,7,control
2,not_1774,1,7,not
2,only_3779,1,7,only
2,just_e_5739,1,7,just
2,not_2467,1,7,not
2,control_00034,1,7,control
2,control_00037,1,7,control
2,not_2142,1,7,not
2,only_2682,1,7,only
2,not_2168,1,7,not
2,just_e_6664,1,7,just
2,only_3843,1,7,only
2,just_j_8648,1,7,just
2,not_2160,1,7,not
2,only_2627,1,7,only
2,control_00035,1,7,control
2,only_3393,1,7,only
2,only_3340,1,6,only
2,not_1761,1,7,not
2,just_e_4966,1,6,just
2,only_3568,1,6,only
2,just_e_5758,1,7,just
2,only_3385,1,6,only
2,control_00030,1,7,control
2,just_e_7244,1,7,just
2,just_e_3966,1,7,just
2,only_2903,1,7,only
2,control_00050,1,7,control
2,not_1286,1,7,not
2,control_00058,1,7,control
2,just_e_1267,1,7,just
2,control_00038,1,7,control
2,not_2138,-1,1,not
2,only_2470,1,7,only
2,control_00040,1,7,control
2,only_3999,1,7,only
2,control_00039,1,7,control
2,only_3867,1,6,only
2,just_j_2401,1,6,just
2,just_j_2485,1,7,just
2,control_00059,1,7,control
2,only_3930,1,6,only
2,only_3570,1,7,only
2,just_e_6323,1,6,just
2,not_1668,1,7,not
3,not_2467,1,7,not
3,control_00033,1,7,control
3,only_3570,-1,3,only
3,just_j_2141,1,6,just
3,only_3393,1,5,only
3,only_2903,1,5,only
3,control_00042,1,7,control
3,control_00030,1,7,control
3,just_e_2612,1,7,just
3,only_3484,-1,2,only
3,only_3394,1,6,only
3,only_3674,1,6,only
3,control_00046,1,7,control
3,only_3930,1,6,only
3,just_e_1043,1,5,just
3,control_00055,1,7,control
3,only_2682,1,6,only
3,only_3267,-1,2,only
3,control_00034,1,7,control
3,control_00057,1,7,control
3,not_1776,1,7,not
3,just_e_7244,1,6,just
3,not_1347,1,5,not
3,just_e_976,1,6,just
3,not_1721,1,7,not
3,just_e_1157,1,6,just
3,just_e_11908,1,6,just
3,control_00037,1,7,control
3,control_00032,1,7,control
3,control_00056,1,7,control
3,not_2047,1,6,not
3,just_e_3966,-1,3,just
3,only_2678,-1,3,only
3,not_1406,1,5,not
3,not_2160,1,6,not
3,not_2497,1,6,not
3,just_e_9397,0,4,just
3,control_00041,1,7,control
3,just_e_9416,1,5,just
3,control_00053,1,7,control
3,not_1761,1,6,not
3,not_2138,1,6,not
3,control_00039,1,7,control
3,only_4172,1,5,only
3,just_j_7614,1,6,just
3,just_e_5758,1,5,just
3,not_1385,1,6,not
3,not_1754,1,6,not
3,just_e_5473,0,4,just
3,just_j_8556,1,6,just
3,control_00040,1,7,control
3,just_j_11362,1,5,just
3,only_3896,-1,3,only
3,control_00045,1,7,control
3,control_00035,1,7,control
3,not_2148,1,6,not
3,not_1804,1,7,not
3,control_00043,1,7,control
3,control_00054,1,7,control
3,just_j_498,0,4,just
3,not_1608,1,7,not
3,control_00049,1,7,control
3,not_1760,1,7,not
3,just_e_569,1,6,just
3,just_e_472,1,5,just
3,only_4003,1,5,only
3,only_2627,1,5,only
3,not_1774,1,6,not
3,just_e_6664,1,5,just
3,not_1353,1,6,not
3,just_e_4966,1,6,just
3,just_e_12686,0,4,just
3,control_00050,1,7,control
3,not_2142,1,6,not
3,just_j_10555,0,4,just
3,only_3483,-1,3,only
3,only_3792,1,6,only
3,not_2551,1,5,not
3,not_1819,1,6,not
3,only_3779,1,6,only
3,only_3385,1,6,only
3,not_1663,1,6,not
3,control_00048,1,7,control
3,just_j_8362,1,6,just
3,only_3999,1,6,only
3,not_2405,1,6,not
3,only_3843,1,6,only
3,not_1668,1,6,not
3,control_00031,1,7,control
3,only_3568,0,4,only
3,not_1270,1,6,not
3,only_2695,1,5,only
3,just_e_4632,1,5,just
3,only_2703,-1,3,only
3,control_00036,1,7,control
3,control_00059,1,7,control
3,just_j_2522,1,6,just
3,only_3332,1,6,only
3,just_j_8648,1,6,just
3,only_3465,1,5,only
3,only_2470,1,6,only
3,only_3340,0,4,only
3,not_2456,1,6,not
3,only_3867,0,4,only
3,only_3302,1,6,only
3,just_e_1246,1,6,just
3,control_00052,1,7,control
3,only_3392,1,6,only
3,not_2378,1,6,not
3,control_00044,1,7,control
3,just_e_2762,1,6,just
3,not_2168,1,6,not
3,control_00038,1,7,control
3,control_00047,1,7,control
3,just_j_5388,0,4,just
3,just_e_2798,1,6,just
3,just_e_5739,1,5,just
3,control_00051,1,7,control
3,just_e_1267,1,6,just
3,just_e_6323,-1,3,just
3,not_2698,1,6,not
3,not_1286,1,6,not
3,just_j_2485,1,6,just
3,just_j_2401,1,5,just
3,control_00058,1,7,control
4,not_1774,1,6,not
4,control_00033,1,7,control
4,just_e_12686,1,7,just
4,just_e_976,1,6,just
4,not_1761,1,6,not
4,only_3792,1,7,only
4,only_2470,1,7,only
4,just_e_9397,-1,2,just
4,control_00051,1,7,control
4,not_2378,1,7,not
4,control_00056,1,7,control
4,not_2467,1,7,not
4,only_3930,1,6,only
4,control_00031,1,7,control
4,control_00036,1,7,control
4,only_3674,1,6,only
4,only_2678,-1,2,only
4,not_2497,1,7,not
4,control_00044,1,7,control
4,not_1353,1,7,not
4,control_00053,1,7,control
4,not_1721,1,7,not
4,control_00048,1,5,control
4,not_2138,1,7,not
4,not_1760,1,7,not
4,just_e_4632,1,6,just
4,not_1819,1,7,not
4,just_j_2485,1,7,just
4,only_3867,-1,1,only
4,not_1804,1,6,not
4,not_1754,1,7,not
4,only_2703,-1,1,only
4,just_e_1157,1,7,just
4,just_j_7614,1,7,just
4,only_3267,-1,2,only
4,control_00030,1,7,control
4,not_1608,1,7,not
4,only_3385,1,6,only
4,not_1406,1,7,not
4,control_00058,1,7,control
4,not_1347,1,7,not
4,not_2168,1,7,not
4,only_3465,-1,2,only
4,just_e_3966,1,6,just
4,just_e_472,0,4,just
4,not_2160,1,7,not
4,only_2695,0,4,only
4,just_j_11362,0,4,just
4,control_00050,1,7,control
4,only_2903,0,4,only
4,just_e_6664,1,5,just
4,only_3568,0,4,only
4,just_e_1267,1,6,just
4,only_3332,1,7,only
4,not_2698,1,7,not
4,just_j_2141,1,5,just
4,only_2682,1,6,only
4,control_00045,1,7,control
4,control_00052,1,7,control
4,not_1663,1,7,not
4,just_e_11908,1,5,just
4,not_1270,1,7,not
4,only_3570,1,5,only
4,only_3340,-1,2,only
4,only_2627,0,4,only
4,only_3779,1,5,only
4,control_00041,1,7,control
4,control_00049,1,7,control
4,control_00037,1,7,control
4,control_00034,1,7,control
4,just_e_6323,1,6,just
4,not_1385,1,7,not
4,not_2148,1,7,not
4,just_e_2762,1,7,just
4,control_00047,1,7,control
4,not_2551,1,7,not
4,control_00039,1,7,control
4,control_00035,1,7,control
4,just_e_5739,0,4,just
4,only_3302,0,4,only
4,just_j_5388,0,4,just
4,just_e_1043,1,7,just
4,control_00054,1,7,control
4,not_1776,1,7,not
4,control_00040,1,7,control
4,just_j_10555,1,5,just
4,just_e_569,1,7,just
4,just_j_8648,1,5,just
4,not_2142,1,7,not
4,just_e_1246,1,7,just
4,control_00057,1,7,control
4,only_3896,1,6,only
4,only_3484,0,4,only
4,not_1286,1,7,not
4,just_e_5473,1,5,just
4,not_2405,-1,2,not
4,just_e_2798,1,7,just
4,control_00032,1,7,control
4,control_00059,1,7,control
4,control_00042,1,7,control
4,just_j_8556,1,7,just
4,control_00046,1,7,control
4,control_00055,1,7,control
4,not_1668,1,7,not
4,only_4003,0,4,only
4,only_3394,1,6,only
4,control_00043,1,7,control
4,only_3999,0,4,only
4,only_3843,1,6,only
4,just_j_498,-1,3,just
4,not_2047,1,7,not
4,only_3483,0,4,only
4,just_j_2401,1,5,just
4,only_4172,0,4,only
4,control_00038,1,7,control
4,just_e_7244,1,7,just
4,just_e_4966,1,6,just
4,just_j_8362,1,7,just
4,just_e_5758,0,4,just
4,not_2456,1,7,not
4,just_e_9416,1,7,just
4,just_e_2612,1,7,just
4,only_3393,1,5,only
4,only_3392,1,5,only
4,just_j_2522,0,4,just
5,just_e_6664,1,5,just
5,not_1761,1,7,not
5,only_3340,1,5,only
5,not_2148,1,7,not
5,just_e_472,1,6,just
5,only_3393,1,6,only
5,only_2703,-1,1,only
5,not_1774,1,7,not
5,not_1406,1,7,not
5,just_e_6323,-1,2,just
5,only_3385,1,6,only
5,only_3483,-1,2,only
5,control_00056,1,7,control
5,only_3392,1,7,only
5,not_2168,1,7,not
5,control_00057,1,7,control
5,not_1819,1,6,not
5,not_1608,1,7,not
5,control_00048,1,7,control
5,just_j_498,1,6,just
5,control_00053,1,7,control
5,not_2047,1,7,not
5,only_2470,1,6,only
5,just_j_2141,1,6,just
5,control_00059,1,7,control
5,control_00050,1,7,control
5,only_3267,-1,1,only
5,just_e_9397,1,6,just
5,not_2138,1,7,not
5,not_2405,-1,3,not
5,not_2551,1,7,not
5,only_3302,1,6,only
5,just_j_8362,1,7,just
5,only_2627,1,5,only
5,not_2698,1,6,not
5,control_00036,1,7,control
5,control_00046,1,7,control
5,only_3674,1,7,only
5,just_j_10555,1,5,just
5,just_e_2612,1,7,just
5,only_3896,1,7,only
5,just_e_4632,1,6,just
5,not_2142,-1,1,not
5,only_3999,-1,2,only
5,just_j_2485,1,7,just
5,control_00058,1,7,control
5,control_00054,1,7,control
5,control_00055,1,7,control
5,just_j_8556,1,7,just
5,control_00039,1,7,control
5,just_e_11908,1,6,just
5,just_e_976,1,7,just
5,just_e_7244,1,7,just
5,just_j_11362,-1,2,just
5,control_00045,1,7,control
5,only_3867,1,7,only
5,control_00042,1,7,control
5,just_j_5388,1,7,just
5,not_1804,0,4,not
5,just_e_5739,-1,2,just
5,only_3792,-1,1,only
5,not_1754,1,7,not
5,only_3930,0,4,only
5,just_e_1157,1,7,just
5,not_2467,1,7,not
5,control_00037,1,7,control
5,only_4003,1,6,only
5,not_1353,-1,1,not
5,just_e_4966,1,6,just
5,just_e_9416,1,7,just
5,not_2456,1,7,not
5,just_j_2401,1,6,just
5,control_00038,1,7,control
5,control_00032,1,7,control
5,not_2497,1,7,not
5,just_j_2522,-1,2,just
5,control_00041,1,7,control
5,just_e_1267,1,7,just
5,only_4172,-1,2,only
5,not_1668,-1,3,not
5,only_2682,1,7,only
5,only_3779,1,7,only
5,control_00051,1,7,control
5,only_3570,1,7,only
5,control_00047,1,7,control
5,not_2378,1,7,not
5,control_00034,1,7,control
5,only_3568,1,6,only
5,just_e_569,1,7,just
5,control_00030,1,7,control
5,only_3394,1,7,only
5,only_3843,1,7,only
5,not_1385,1,6,not
5,just_e_1246,1,7,just
5,control_00031,1,7,control
5,just_e_3966,1,5,just
5,control_00052,1,7,control
5,not_1776,1,7,not
5,not_1663,1,7,not
5,just_e_2798,1,7,just
5,only_2695,1,7,only
5,control_00040,1,7,control
5,control_00033,1,7,control
5,control_00043,1,7,control
5,just_e_5473,1,6,just
5,only_2903,1,6,only
5,only_3484,0,4,only
5,control_00044,1,7,control
5,just_e_1043,1,7,just
5,just_j_8648,1,6,just
5,not_1760,1,7,not
5,just_e_2762,1,7,just
5,not_1721,1,7,not
5,only_2678,1,7,only
5,not_1347,1,6,not
5,only_3332,1,7,only
5,only_3465,-1,2,only
5,just_e_12686,1,6,just
5,not_1270,1,7,not
5,just_j_7614,1,7,just
5,not_1286,1,7,not
5,control_00049,1,7,control
5,control_00035,1,7,control
5,just_e_5758,-1,3,just
5,not_2160,1,7,not
6,only_2682,-1,3,only
6,just_e_6323,-1,2,just
6,control_00032,1,7,control
6,only_3674,-1,2,only
6,control_00048,1,7,control
6,not_2698,1,7,not
6,not_1286,0,4,not
6,only_3867,1,5,only
6,just_e_7244,1,7,just
6,only_3340,1,5,only
6,control_00040,1,7,control
6,not_1353,1,7,not
6,not_2551,1,7,not
6,not_1663,1,5,not
6,just_e_5739,1,6,just
6,control_00037,1,7,control
6,control_00042,1,7,control
6,control_00047,1,7,control
6,just_j_10555,-1,2,just
6,only_3999,-1,3,only
6,control_00045,1,7,control
6,control_00035,1,7,control
6,control_00043,1,7,control
6,just_j_498,1,7,just
6,control_00052,1,7,control
6,not_1721,1,6,not
6,control_00030,1,7,control
6,only_3792,1,7,only
6,only_2695,1,6,only
6,just_e_1043,1,7,just
6,control_00056,1,7,control
6,not_1774,1,7,not
6,only_2678,1,5,only
6,just_j_8648,-1,2,just
6,not_2160,1,6,not
6,just_e_11908,1,5,just
6,control_00046,1,7,control
6,not_1754,1,7,not
6,not_1819,1,7,not
6,not_2138,1,7,not
6,only_2627,1,5,only
6,just_j_11362,1,5,just
6,only_4003,1,6,only
6,only_3484,-1,3,only
6,not_1406,1,7,not
6,just_j_7614,1,6,just
6,not_1761,1,7,not
6,control_00055,1,7,control
6,just_e_472,1,7,just
6,not_2456,1,7,not
6,just_e_9416,1,7,just
6,control_00054,1,7,control
6,just_e_976,1,7,just
6,just_e_6664,1,7,just
6,just_e_2612,1,7,just
6,only_3267,-1,1,only
6,only_3465,1,7,only
6,just_e_569,1,7,just
6,just_e_5758,1,6,just
6,only_3385,-1,1,only
6,only_2903,-1,1,only
6,control_00051,1,7,control
6,control_00058,1,7,control
6,only_3394,1,6,only
6,control_00049,1,7,control
6,control_00059,1,7,control
6,only_3568,-1,1,only
6,control_00044,1,7,control
6,just_j_8362,1,7,just
6,only_4172,1,6,only
6,just_e_9397,1,7,just
6,just_j_2141,1,6,just
6,control_00034,1,7,control
6,control_00041,1,7,control
6,only_2703,-1,1,only
6,not_1385,1,7,not
6,just_e_4966,1,5,just
6,not_1804,1,7,not
6,just_e_1246,1,7,just
6,control_00036,1,7,control
6,only_3570,-1,2,only
6,not_2405,-1,1,not
6,just_e_4632,0,4,just
6,not_2497,1,7,not
6,control_00039,1,7,control
6,control_00031,1,7,control
6,just_e_2798,1,6,just
6,just_j_8556,1,7,just
6,only_3483,-1,1,only
6,not_2467,1,7,not
6,control_00033,1,7,control
6,not_2168,1,7,not
6,not_1270,1,7,not
6,just_e_3966,1,7,just
6,just_e_12686,1,6,just
6,not_1668,1,7,not
6,just_j_5388,1,6,just
6,just_j_2401,1,6,just
6,only_3302,1,6,only
6,just_e_1267,1,7,just
6,control_00050,1,7,control
6,only_3779,1,7,only
6,control_00053,1,7,control
6,not_1776,1,7,not
6,control_00057,1,7,control
6,just_e_1157,1,7,just
6,not_1608,1,7,not
6,just_j_2522,1,6,just
6,not_1760,1,7,not
6,not_2378,1,6,not
6,only_3843,1,6,only
6,control_00038,1,7,control
6,not_2047,1,7,not
6,only_2470,-1,1,only
6,only_3930,-1,1,only
6,only_3392,1,7,only
6,just_j_2485,1,7,just
6,only_3393,1,7,only
6,just_e_2762,1,7,just
6,only_3332,1,7,only
6,not_2148,1,7,not
6,not_1347,1,7,not
6,not_2142,1,7,not
6,just_e_5473,1,7,just
6,only_3896,1,7,only
7,only_2695,1,7,only
7,just_e_5473,1,6,just
7,just_e_11908,1,6,just
7,not_1668,1,7,not
7,just_j_8648,1,7,just
7,not_2698,1,6,not
7,just_e_4632,-1,3,just
7,just_e_3966,0,4,just
7,only_3999,-1,2,only
7,not_1761,1,6,not
7,just_e_2612,1,7,just
7,just_e_2798,1,7,just
7,control_00035,1,7,control
7,control_00040,1,7,control
7,not_2148,1,7,not
7,just_e_7244,1,7,just
7,only_3483,1,5,only
7,not_2467,1,7,not
7,just_j_7614,1,7,just
7,control_00050,1,7,control
7,only_3392,1,7,only
7,not_1663,1,7,not
7,control_00046,1,7,control
7,just_e_6664,1,7,just
7,not_2142,1,5,not
7,control_00057,1,7,control
7,only_3267,-1,3,only
7,only_2703,-1,2,only
7,only_3385,-1,2,only
7,only_3340,-1,1,only
7,only_4172,1,7,only
7,just_e_472,1,7,just
7,control_00031,1,7,control
7,just_e_9397,1,6,just
7,just_e_4966,1,7,just
7,control_00039,1,7,control
7,only_3674,1,7,only
7,only_3930,-1,1,only
7,just_j_2401,1,7,just
7,control_00058,1,7,control
7,only_3570,-1,1,only
7,control_00032,1,7,control
7,control_00033,1,7,control
7,only_3332,1,7,only
7,just_e_1043,1,7,just
7,not_1385,1,7,not
7,only_3302,1,7,only
7,not_2551,1,7,not
7,control_00043,1,7,control
7,not_2047,1,7,not
7,not_2160,1,7,not
7,only_3568,-1,1,only
7,not_1721,1,6,not
7,just_j_2141,1,7,just
7,only_3394,1,7,only
7,only_2627,1,5,only
7,not_2456,1,7,not
7,not_2168,1,7,not
7,control_00041,1,7,control
7,not_1406,1,7,not
7,just_e_1246,1,7,just
7,only_3393,1,7,only
7,not_2405,1,7,not
7,just_j_11362,1,7,just
7,control_00054,1,7,control
7,only_3484,0,4,only
7,only_2470,-1,1,only
7,only_3843,1,7,only
7,just_j_8362,1,7,just
7,just_e_1157,1,7,just
7,only_4003,1,7,only
7,only_2678,1,6,only
7,just_j_2522,1,7,just
7,not_1286,1,7,not
7,just_e_12686,1,7,just
7,control_00049,1,7,control
7,only_3779,1,7,only
7,only_2903,1,7,only
7,control_00055,1,7,control
7,just_j_498,1,7,just
7,control_00030,1,7,control
7,just_e_5739,1,7,just
7,control_00048,0,4,control
7,just_e_6323,-1,1,just
7,just_j_5388,-1,2,just
7,just_j_10555,1,5,just
7,not_1347,1,6,not
7,just_j_2485,1,6,just
7,not_1776,1,7,not
7,just_e_1267,1,7,just
7,not_2497,0,4,not
7,control_00042,1,7,control
7,not_2138,1,7,not
7,control_00038,1,7,control
7,only_3465,1,7,only
7,not_1760,1,7,not
7,just_e_5758,-1,3,just
7,not_1819,1,7,not
7,not_2378,1,7,not
7,not_1353,1,7,not
7,just_j_8556,1,7,just
7,just_e_2762,1,7,just
7,only_2682,1,7,only
7,control_00052,1,7,control
7,just_e_569,1,7,just
7,control_00047,1,7,control
7,control_00036,1,7,control
7,not_1774,1,7,not
7,not_1804,1,5,not
7,only_3896,-1,2,only
7,control_00051,1,7,control
7,control_00037,1,7,control
7,just_e_976,1,7,just
7,just_e_9416,1,7,just
7,not_1754,1,7,not
7,control_00056,1,7,control
7,not_1270,1,7,not
7,control_00059,1,7,control
7,only_3867,0,4,only
7,control_00034,1,7,control
7,control_00053,1,7,control
7,control_00044,1,7,control
7,not_1608,1,7,not
7,control_00045,1,7,control
7,only_3792,1,7,only
8,just_e_6664,1,6,just
8,not_1761,1,7,not
8,only_3340,-1,1,only
8,not_2148,1,7,not
8,just_e_472,1,7,just
8,only_3393,1,7,only
8,only_2703,-1,1,only
8,not_1774,1,7,not
8,not_1406,1,7,not
8,just_e_6323,-1,1,just
8,only_3385,1,7,only
8,only_3483,-1,1,only
8,control_00056,1,7,control
8,only_3392,1,7,only
8,not_2168,1,7,not
8,control_00057,1,7,control
8,not_1819,1,7,not
8,not_1608,1,7,not
8,control_00048,1,7,control
8,just_j_498,-1,1,just
8,control_00053,1,7,control
8,not_2047,1,7,not
8,only_2470,1,7,only
8,just_j_2141,1,7,just
8,control_00059,1,7,control
8,control_00050,1,7,control
8,only_3267,-1,1,only
8,just_e_9397,1,7,just
8,not_2138,1,7,not
8,not_2405,1,7,not
8,not_2551,1,7,not
8,only_3302,1,7,only
8,just_j_8362,1,7,just
8,only_2627,1,7,only
8,not_2698,1,7,not
8,control_00036,1,7,control
8,control_00046,1,7,control
8,only_3674,1,7,only
8,just_j_10555,1,7,just
8,just_e_2612,1,7,just
8,only_3896,-1,1,only
8,just_e_4632,0,4,just
8,not_2142,1,7,not
8,only_3999,1,7,only
8,just_j_2485,1,7,just
8,control_00058,1,7,control
8,control_00054,1,7,control
8,control_00055,1,7,control
8,just_j_8556,1,7,just
8,control_00039,1,7,control
8,just_e_11908,1,7,just
8,just_e_976,0,4,just
8,just_e_7244,1,7,just
8,just_j_11362,0,4,just
8,control_00045,1,7,control
8,only_3867,1,7,only
8,control_00042,1,7,control
8,just_j_5388,0,4,just
8,not_1804,0,4,not
8,just_e_5739,1,7,just
8,only_3792,0,4,only
8,not_1754,1,7,not
8,only_3930,0,4,only
8,just_e_1157,0,4,just
8,not_2467,1,7,not
8,control_00037,1,7,control
8,only_4003,0,4,only
8,not_1353,1,7,not
8,just_e_4966,1,7,just
8,just_e_9416,0,4,just
8,not_2456,1,7,not
8,just_j_2401,0,4,just
8,control_00038,1,7,control
8,control_00032,1,7,control
8,not_2497,1,7,not
8,just_j_2522,0,4,just
8,control_00041,1,7,control
8,just_e_1267,0,4,just
8,only_4172,1,7,only
8,not_1668,1,7,not
8,only_2682,1,7,only
8,only_3779,0,4,only
8,control_00051,1,7,control
8,only_3570,0,4,only
8,control_00047,1,7,control
8,not_2378,1,7,not
8,control_00034,1,7,control
8,only_3568,0,4,only
8,just_e_569,1,7,just
8,control_00030,1,7,control
8,only_3394,1,7,only
8,only_3843,0,4,only
8,not_1385,1,7,not
8,just_e_1246,1,7,just
8,control_00031,1,7,control
8,just_e_3966,1,7,just
8,control_00052,1,7,control
8,not_1776,1,7,not
8,not_1663,1,7,not
8,just_e_2798,1,7,just
8,only_2695,1,7,only
8,control_00040,1,7,control
8,control_00033,1,7,control
8,control_00043,1,7,control
8,just_e_5473,1,7,just
8,only_2903,1,7,only
8,only_3484,1,7,only
8,control_00044,1,7,control
8,just_e_1043,1,7,just
8,just_j_8648,1,7,just
8,not_1760,0,4,not
8,just_e_2762,1,7,just
8,not_1721,1,7,not
8,only_2678,1,7,only
8,not_1347,1,7,not
8,only_3332,1,7,only
8,only_3465,1,7,only
8,just_e_12686,1,7,just
8,not_1270,1,7,not
8,just_j_7614,1,7,just
8,not_1286,1,7,not
8,control_00049,1,7,control
8,control_00035,1,7,control
8,just_e_5758,1,7,just
8,not_2160,1,7,not
9,not_2467,1,7,not
9,control_00033,1,7,control
9,only_3570,1,7,only
9,just_j_2141,1,6,just
9,only_3393,1,7,only
9,only_2903,1,6,only
9,control_00042,1,7,control
9,control_00030,1,7,control
9,just_e_2612,1,7,just
9,only_3484,0,4,only
9,only_3394,1,7,only
9,only_3674,1,7,only
9,control_00046,1,7,control
9,only_3930,1,5,only
9,just_e_1043,1,6,just
9,control_00055,1,7,control
9,only_2682,1,6,only
9,only_3267,1,6,only
9,control_00034,1,7,control
9,control_00057,1,7,control
9,not_1776,1,6,not
9,just_e_7244,1,6,just
9,not_1347,1,6,not
9,just_e_976,1,6,just
9,not_1721,1,7,not
9,just_e_1157,1,7,just
9,just_e_11908,1,6,just
9,control_00037,1,7,control
9,control_00032,1,7,control
